104861	0	1017088	0
104861	0	1017092	2
104861	0	1046334	2
104861	0	1046339	2
104861	0	1058521	0
104861	0	1058524	2
104861	0	1086718	0
104861	0	1102999	0
104861	0	1112961	0
104861	0	11794	0
104861	0	120437	2
104861	0	1275720	0
104861	0	1275721	1
104861	0	1275725	0
104861	0	1293429	0
104861	0	1304628	0
104861	0	1304630	0
104861	0	1304632	2
104861	0	1313687	2
104861	0	1357955	2
104861	0	1357956	2
104861	0	1357957	2
104861	0	1357960	0
104861	0	1357961	2
104861	0	1424216	2
104861	0	1442342	0
104861	0	1442348	0
104861	0	146169	2
104861	0	146170	2
104861	0	146171	2
104861	0	146172	2
104861	0	146173	1
104861	0	146174	2
104861	0	146175	1
104861	0	146176	2
104861	0	146177	1
104861	0	1567102	2
104861	0	1567105	0
104861	0	1567107	1
104861	0	1750439	0
104861	0	1767229	0
104861	0	1773805	2
104861	0	1773807	2
104861	0	1811410	2
104861	0	1811417	0
104861	0	1814642	2
104861	0	1821812	0
104861	0	1844320	0
104861	0	1844324	0
104861	0	1892667	0
104861	0	1922603	1
104861	0	1922608	0
104861	0	1922609	0
104861	0	1926464	0
104861	0	1948963	2
104861	0	1977801	1
104861	0	1995989	1
104861	0	2058725	0
104861	0	2078728	0
104861	0	2098234	0
104861	0	2158194	0
104861	0	2202686	0
104861	0	2278231	2
104861	0	236954	0
104861	0	2377050	2
104861	0	2545815	0
104861	0	2603239	0
104861	0	2611066	2
104861	0	2612284	0
104861	0	2738220	0
104861	0	2789466	0
104861	0	2908924	1
104861	0	2908929	0
104861	0	2908930	0
104861	0	2908931	0
104861	0	2916631	1
104861	0	2932634	0
104861	0	2934459	0
104861	0	2944060	0
104861	0	2958127	0
104861	0	2958131	0
104861	0	2958133	0
104861	0	298180	2
104861	0	3036828	0
104861	0	3036829	0
104861	0	3036830	0
104861	0	3036832	0
104861	0	3036837	0
104861	0	3104361	0
104861	0	311406	0
104861	0	314919	1
104861	0	3229912	0
104861	0	3251293	0
104861	0	3320612	0
104861	0	3329746	0
104861	0	3353832	0
104861	0	3416772	0
104861	0	3443173	2
104861	0	3443174	0
104861	0	3443176	2
104861	0	3494387	0
104861	0	3534988	0
104861	0	3538649	0
104861	0	3560539	1
104861	0	3560540	0
104861	0	363132	0
104861	0	3841986	0
104861	0	3925933	2
104861	0	4017854	2
104861	0	4017855	2
104861	0	4017856	2
104861	0	4017858	2
104861	0	4019224	0
104861	0	4019226	0
104861	0	4043623	1
104861	0	409268	1
104861	0	409275	0
104861	0	4095801	0
104861	0	4211234	0
104861	0	4223386	0
104861	0	4230210	2
104861	0	4230213	2
104861	0	4350435	0
104861	0	4350439	1
104861	0	442613	0
104861	0	4452306	1
104861	0	4580053	0
104861	0	459675	2
104861	0	459676	2
104861	0	4717134	2
104861	0	4720305	0
104861	0	4724393	0
104861	0	4801652	0
104861	0	4819155	1
104861	0	4930174	0
104861	0	4936227	0
104861	0	502094	0
104861	0	504999	0
104861	0	5054793	0
104861	0	5073457	1
104861	0	5073463	0
104861	0	5138467	2
104861	0	5138468	2
104861	0	5138469	2
104861	0	5138470	2
104861	0	5138471	2
104861	0	5138472	2
104861	0	5138473	2
104861	0	5138474	2
104861	0	5138475	0
104861	0	5138476	2
104861	0	5150431	2
104861	0	5242643	0
104861	0	5248340	2
104861	0	5248341	2
104861	0	5248342	2
104861	0	5248343	2
104861	0	5248344	2
104861	0	5340890	0
104861	0	5340891	0
104861	0	5347272	0
104861	0	5379458	0
104861	0	5379464	0
104861	0	5394110	2
104861	0	5405670	0
104861	0	5438823	0
104861	0	5438824	0
104861	0	5457925	0
104861	0	5483490	2
104861	0	5582791	0
104861	0	5652261	1
104861	0	5652262	2
104861	0	5652263	2
104861	0	5652264	1
104861	0	5652265	0
104861	0	5652266	2
104861	0	5662650	0
104861	0	5662654	2
104861	0	5666323	0
104861	0	5667471	0
104861	0	5667474	0
104861	0	5667475	2
104861	0	5670531	0
104861	0	5670532	0
104861	0	5685121	0
104861	0	5688415	2
104861	0	5688416	2
104861	0	5688417	2
104861	0	5688418	2
104861	0	5688420	2
104861	0	5688422	1
104861	0	5688423	2
104861	0	5690192	0
104861	0	5690195	0
104861	0	5692795	0
104861	0	5703400	2
104861	0	5703401	2
104861	0	5776561	0
104861	0	5778133	0
104861	0	5785725	0
104861	0	5801822	2
104861	0	5836442	2
104861	0	5836444	0
104861	0	5846005	0
104861	0	5860996	0
104861	0	5864689	1
104861	0	5864693	2
104861	0	5864695	1
104861	0	589626	0
104861	0	599604	2
104861	0	599606	2
104861	0	599609	0
104861	0	6008066	0
104861	0	6009067	0
104861	0	6023998	0
104861	0	6056676	1
104861	0	6123112	0
104861	0	6159998	0
104861	0	6187055	2
104861	0	6187058	0
104861	0	6200735	0
104861	0	6202527	0
104861	0	6241791	2
104861	0	6241793	2
104861	0	629270	2
104861	0	629274	2
104861	0	629275	0
104861	0	629276	2
104861	0	629277	2
104861	0	629278	2
104861	0	6346168	0
104861	0	6351571	2
104861	0	6365866	0
104861	0	6369258	0
104861	0	6426100	0
104861	0	6432076	0
104861	0	6436838	0
104861	0	6436842	0
104861	0	6438806	0
104861	0	6454710	0
104861	0	6467577	2
104861	0	6467578	2
104861	0	6467579	2
104861	0	6467580	2
104861	0	6467581	2
104861	0	6467583	2
104861	0	6467584	0
104861	0	6474570	0
104861	0	6518537	0
104861	0	6585554	2
104861	0	6585562	2
104861	0	6644733	0
104861	0	6653674	2
104861	0	6653675	2
104861	0	6653676	0
104861	0	6653677	2
104861	0	6653678	2
104861	0	6653679	1
104861	0	6658615	2
104861	0	6670009	0
104861	0	6704672	2
104861	0	6809859	0
104861	0	6904991	0
104861	0	6904992	2
104861	0	6924183	0
104861	0	7040231	0
104861	0	7056930	0
104861	0	715676	2
104861	0	7171534	0
104861	0	7204473	0
104861	0	7204477	2
104861	0	7302612	2
104861	0	7309133	0
104861	0	7342448	0
104861	0	7506026	2
104861	0	7506027	2
104861	0	7506028	1
104861	0	7506029	1
104861	0	7529229	0
104861	0	7589883	0
104861	0	7589886	0
104861	0	76291	0
104861	0	7921008	0
104861	0	8056409	1
104861	0	8056411	1
104861	0	8138536	1
104861	0	8141081	0
104861	0	8259116	0
104861	0	8260035	0
104861	0	8260037	0
104861	0	8260038	0
104861	0	8286089	0
104861	0	8307046	0
104861	0	8349574	2
104861	0	848202	0
104861	0	8495099	2
104861	0	8516149	0
104861	0	8546158	2
104861	0	8546159	2
104861	0	8546160	2
104861	0	8546162	2
104861	0	8647858	0
104861	0	8748173	2
104861	0	8784322	0
104861	0	929871	0
104861	0	968662	0
